sale_id,date_id,customer_id,product_id,region,quantity,unit_price,discount_pct
SALE-000090,203,CUST-0053,PROD-0015,Centro-Oeste,5,349.45,0.2
SALE-000091,236,CUST-0027,PROD-0016,Sudeste,1,293.37,0.05
SALE-000092,126,CUST-0018,PROD-0015,Centro-Oeste,1,349.45,0.05
SALE-000093,100,CUST-0011,PROD-0016,Centro-Oeste,5,293.37,0
SALE-000094,524,CUST-0006,PROD-0010,Sul,2,314.09,0.1
SALE-000095,391,CUST-0031,PROD-0005,Nordeste,4,80.09,0.15
SALE-000096,700,CUST-0035,PROD-0007,Sul,4,320.35,0.2
SALE-000097,730,CUST-0046,PROD-0003,Sudeste,3,347.07,0.15
SALE-000098,154,CUST-0003,PROD-0022,Centro-Oeste,2,116.08,0
SALE-000099,96,CUST-0052,PROD-0009,Sudeste,4,121.46,0.15
SALE-000100,536,CUST-0014,PROD-0011,Nordeste,5,66.78,0.2
SALE-000101,255,CUST-0040,PROD-0002,Nordeste,4,35.92,0.2
SALE-000102,422,CUST-0015,PROD-0020,Norte,2,251.52,0
SALE-000103,234,CUST-0042,PROD-0014,Sudeste,4,323.85,0
SALE-000104,591,CUST-0027,PROD-0006,Sudeste,3,46.72,0.05
SALE-000105,88,CUST-0034,PROD-0026,Sul,4,227.55,0.1
SALE-000106,442,CUST-0054,PROD-0020,Sul,1,251.52,0
SALE-000107,481,CUST-0018,PROD-0026,Sul,1,227.55,0.2
SALE-000108,697,CUST-0009,PROD-0003,Centro-Oeste,3,347.07,0.15
SALE-000109,407,CUST-0030,PROD-0014,Sudeste,4,323.85,0.15
SALE-000110,541,CUST-0033,PROD-0011,Centro-Oeste,2,66.78,0.2
SALE-000111,86,CUST-0052,PROD-0026,Norte,2,227.55,0
SALE-000112,371,CUST-0028,PROD-0006,Sul,4,46.72,0
SALE-000113,333,CUST-0041,PROD-0025,Nordeste,1,64.38,0.05
SALE-000114,37,CUST-0055,PROD-0003,Sudeste,5,347.07,0
SALE-000115,43,CUST-0057,PROD-0011,Centro-Oeste,2,66.78,0
SALE-000116,175,CUST-0012,PROD-0001,Sul,1,265.1,0.15
SALE-000117,245,CUST-0053,PROD-0023,Sudeste,5,199.57,0
SALE-000118,10,CUST-0006,PROD-0014,Nordeste,2,323.85,0
SALE-000119,570,CUST-0014,PROD-0020,Nordeste,2,251.52,0.1
SALE-000120,533,CUST-0034,PROD-0023,Centro-Oeste,2,199.57,0.05
SALE-000121,145,CUST-0053,PROD-0017,Norte,5,123.57,0.05
SALE-000122,708,CUST-0046,PROD-0008,Nordeste,4,44.45,0.15
SALE-000123,210,CUST-0011,PROD-0013,Nordeste,6,365.66,0.2
SALE-000124,409,CUST-0037,PROD-0012,Sul,3,161.79,0
SALE-000125,426,CUST-0055,PROD-0019,Norte,4,104.87,0.1
SALE-000126,534,CUST-0048,PROD-0026,Centro-Oeste,5,227.55,0.15
SALE-000127,119,CUST-0060,PROD-0017,Norte,3,123.57,0.15
SALE-000128,137,CUST-0021,PROD-0007,Sudeste,4,320.35,0.15
SALE-000129,488,CUST-0029,PROD-0012,Norte,1,161.79,0
SALE-000130,11,CUST-0009,PROD-0015,Centro-Oeste,2,349.45,0
SALE-000131,415,CUST-0033,PROD-0007,Sudeste,2,320.35,0
SALE-000132,244,CUST-0021,PROD-0001,Sul,3,265.1,0
SALE-000133,642,CUST-0056,PROD-0014,Sudeste,4,323.85,0
SALE-000134,156,CUST-0025,PROD-0016,Sudeste,1,293.37,0.1
SALE-000135,458,CUST-0013,PROD-0001,Norte,2,265.1,0.05
SALE-000136,601,CUST-0036,PROD-0008,Norte,1,44.45,0
SALE-000137,91,CUST-0044,PROD-0020,Norte,6,251.52,0
SALE-000138,327,CUST-0003,PROD-0021,Sudeste,3,187.64,0.05
SALE-000139,117,CUST-0024,PROD-0013,Centro-Oeste,2,365.66,0.15
SALE-000140,528,CUST-0039,PROD-0012,Sudeste,1,161.79,0
SALE-000141,363,CUST-0028,PROD-0019,Centro-Oeste,5,104.87,0
SALE-000142,526,CUST-0013,PROD-0018,Sul,1,235.96,0.05
SALE-000143,529,CUST-0011,PROD-0017,Sudeste,2,123.57,0.15
SALE-000144,329,CUST-0039,PROD-0002,Norte,3,35.92,0
SALE-000145,393,CUST-0012,PROD-0001,Norte,6,265.1,0.2
SALE-000146,539,CUST-0045,PROD-0004,Nordeste,2,245.76,0.05
SALE-000147,660,CUST-0056,PROD-0002,Nordeste,3,35.92,0
SALE-000148,541,CUST-0008,PROD-0013,Norte,6,365.66,0
SALE-000149,394,CUST-0023,PROD-0008,Nordeste,5,44.45,0.05
SALE-000150,631,CUST-0011,PROD-0010,Sudeste,2,314.09,0
SALE-000151,211,CUST-0056,PROD-0024,Nordeste,6,181.31,0.05
SALE-000152,460,CUST-0020,PROD-0014,Centro-Oeste,6,323.85,0
SALE-000153,643,CUST-0006,PROD-0015,Centro-Oeste,2,349.45,0
SALE-000154,607,CUST-0025,PROD-0018,Norte,6,235.96,0.05
SALE-000155,529,CUST-0028,PROD-0022,Sul,6,116.08,0
SALE-000156,413,CUST-0043,PROD-0026,Sudeste,2,227.55,0
SALE-000157,568,CUST-0022,PROD-0026,Norte,2,227.55,0
SALE-000158,120,CUST-0043,PROD-0009,Sudeste,4,121.46,0
SALE-000159,602,CUST-0007,PROD-0004,Sudeste,5,245.76,0.05
SALE-000160,128,CUST-0056,PROD-0022,Sudeste,1,116.08,0.15
SALE-000161,5,CUST-0056,PROD-0020,Nordeste,3,251.52,0
SALE-000162,211,CUST-0014,PROD-0014,Centro-Oeste,3,323.85,0.05
SALE-000163,230,CUST-0032,PROD-0015,Sudeste,6,349.45,0
SALE-000164,651,CUST-0010,PROD-0016,Nordeste,1,293.37,0.2
SALE-000165,1,CUST-0021,PROD-0020,Norte,4,251.52,0.2
SALE-000166,99,CUST-0020,PROD-0019,Sul,6,104.87,0
SALE-000167,396,CUST-0010,PROD-0009,Centro-Oeste,3,121.46,0.05
SALE-000168,427,CUST-0022,PROD-0015,Nordeste,6,349.45,0.15
SALE-000169,27,CUST-0060,PROD-0012,Sul,1,161.79,0.1
SALE-000170,153,CUST-0020,PROD-0020,Norte,1,251.52,0.2
SALE-000171,166,CUST-0008,PROD-0013,Norte,1,365.66,0.1
SALE-000172,95,CUST-0010,PROD-0010,Sul,4,314.09,0.05
SALE-000173,189,CUST-0003,PROD-0022,Sudeste,1,116.08,0
SALE-000174,373,CUST-0012,PROD-0016,Sudeste,3,293.37,0.2
SALE-000175,439,CUST-0059,PROD-0008,Norte,5,44.45,0
SALE-000176,340,CUST-0044,PROD-0017,Sudeste,3,123.57,0
SALE-000177,36,CUST-0012,PROD-0019,Centro-Oeste,6,104.87,0
SALE-000178,578,CUST-0039,PROD-0016,Nordeste,4,293.37,0
SALE-000179,310,CUST-0035,PROD-0014,Centro-Oeste,3,323.85,0
SALE-000180,114,CUST-0023,PROD-0015,Nordeste,4,349.45,0.15
SALE-000181,499,CUST-0024,PROD-0007,Norte,3,320.35,0.2
SALE-000182,188,CUST-0010,PROD-0002,Sul,4,35.92,0
SALE-000183,157,CUST-0051,PROD-0026,Sudeste,2,227.55,0
SALE-000184,72,CUST-0057,PROD-0023,Centro-Oeste,1,199.57,0.1
SALE-000185,529,CUST-0042,PROD-0013,Sudeste,4,365.66,0
SALE-000186,388,CUST-0020,PROD-0016,Nordeste,6,293.37,0
SALE-000187,540,CUST-0032,PROD-0008,Centro-Oeste,5,44.45,0.1
SALE-000188,259,CUST-0033,PROD-0004,Sudeste,3,245.76,0.15
SALE-000189,471,CUST-0013,PROD-0021,Sudeste,3,187.64,0.15
SALE-000190,287,CUST-0046,PROD-0005,Sul,5,80.09,0.2
SALE-000191,261,CUST-0007,PROD-0002,Norte,6,35.92,0.05
SALE-000192,261,CUST-0019,PROD-0010,Sudeste,1,314.09,0.05
SALE-000193,128,CUST-0029,PROD-0013,Nordeste,3,365.66,0.15
SALE-000194,576,CUST-0043,PROD-0011,Norte,2,66.78,0.2
SALE-000195,620,CUST-0010,PROD-0015,Nordeste,3,349.45,0
SALE-000196,403,CUST-0026,PROD-0021,Sudeste,4,187.64,0
SALE-000197,262,CUST-0047,PROD-0024,Sul,4,181.31,0.15
SALE-000198,633,CUST-0017,PROD-0010,Nordeste,3,314.09,0
SALE-000199,538,CUST-0027,PROD-0017,Norte,3,123.57,0.15
SALE-000200,351,CUST-0058,PROD-0018,Norte,5,235.96,0.2
SALE-000201,199,CUST-0060,PROD-0014,Norte,6,323.85,0
SALE-000202,306,CUST-0060,PROD-0017,Sudeste,1,123.57,0
SALE-000203,397,CUST-0002,PROD-0022,Norte,3,116.08,0
SALE-000204,146,CUST-0027,PROD-0023,Nordeste,1,199.57,0.15
SALE-000205,30,CUST-0045,PROD-0023,Sudeste,3,199.57,0
SALE-000206,682,CUST-0035,PROD-0026,Centro-Oeste,1,227.55,0.1
SALE-000207,136,CUST-0015,PROD-0002,Sul,5,35.92,0
SALE-000208,482,CUST-0041,PROD-0001,Sudeste,4,265.1,0.05
SALE-000209,281,CUST-0003,PROD-0018,Centro-Oeste,2,235.96,0
SALE-000210,462,CUST-0018,PROD-0019,Norte,2,104.87,0
SALE-000211,225,CUST-0042,PROD-0007,Centro-Oeste,2,320.35,0
SALE-000212,433,CUST-0016,PROD-0016,Norte,5,293.37,0.2
SALE-000213,27,CUST-0030,PROD-0004,Sul,1,245.76,0.1
SALE-000214,347,CUST-0002,PROD-0023,Sudeste,6,199.57,0
SALE-000215,138,CUST-0019,PROD-0015,Sudeste,4,349.45,0
SALE-000216,292,CUST-0011,PROD-0011,Norte,1,66.78,0
SALE-000217,260,CUST-0001,PROD-0002,Nordeste,4,35.92,0
SALE-000218,414,CUST-0046,PROD-0019,Norte,5,104.87,0.1
SALE-000219,334,CUST-0029,PROD-0011,Centro-Oeste,1,66.78,0.15
SALE-000220,452,CUST-0049,PROD-0006,Centro-Oeste,1,46.72,0.2
SALE-000221,72,CUST-0049,PROD-0025,Sul,6,64.38,0
SALE-000222,126,CUST-0060,PROD-0023,Norte,6,199.57,0.05
SALE-000223,721,CUST-0030,PROD-0021,Sul,1,187.64,0
SALE-000224,4,CUST-0049,PROD-0014,Centro-Oeste,1,323.85,0.15
SALE-000225,702,CUST-0053,PROD-0005,Sudeste,6,80.09,0.05
SALE-000226,617,CUST-0039,PROD-0014,Nordeste,4,323.85,0.2
SALE-000227,266,CUST-0042,PROD-0012,Norte,4,161.79,0
SALE-000228,46,CUST-0045,PROD-0011,Norte,2,66.78,0
SALE-000229,473,CUST-0007,PROD-0025,Sul,1,64.38,0.1
SALE-000230,337,CUST-0002,PROD-0022,Sudeste,1,116.08,0.1
SALE-000231,635,CUST-0039,PROD-0017,Sudeste,2,123.57,0.15
SALE-000232,150,CUST-0053,PROD-0024,Sudeste,2,181.31,0.05
SALE-000233,430,CUST-0008,PROD-0013,Nordeste,3,365.66,0
SALE-000234,350,CUST-0028,PROD-0012,Norte,3,161.79,0.1
SALE-000235,12,CUST-0006,PROD-0005,Nordeste,6,80.09,0.2
SALE-000236,153,CUST-0056,PROD-0009,Nordeste,3,121.46,0
SALE-000237,445,CUST-0032,PROD-0009,Norte,6,121.46,0.2
SALE-000238,622,CUST-0003,PROD-0007,Centro-Oeste,4,320.35,0
SALE-000239,52,CUST-0006,PROD-0014,Norte,2,323.85,0.1
SALE-000240,270,CUST-0028,PROD-0008,Sudeste,6,44.45,0.2
SALE-000241,190,CUST-0052,PROD-0009,Norte,4,121.46,0.05
SALE-000242,309,CUST-0045,PROD-0011,Centro-Oeste,5,66.78,0
SALE-000243,548,CUST-0009,PROD-0022,Nordeste,5,116.08,0
SALE-000244,380,CUST-0050,PROD-0005,Norte,6,80.09,0.15
SALE-000245,704,CUST-0009,PROD-0011,Norte,1,66.78,0.05
SALE-000246,403,CUST-0027,PROD-0002,Sudeste,6,35.92,0
SALE-000247,83,CUST-0006,PROD-0009,Norte,6,121.46,0.1
SALE-000248,311,CUST-0041,PROD-0001,Nordeste,6,265.1,0
SALE-000249,314,CUST-0015,PROD-0019,Sul,5,104.87,0.1
SALE-000250,209,CUST-0044,PROD-0017,Norte,3,123.57,0.05
SALE-000251,45,CUST-0011,PROD-0002,Norte,4,35.92,0.15
SALE-000252,396,CUST-0008,PROD-0022,Nordeste,2,116.08,0
SALE-000253,535,CUST-0035,PROD-0019,Centro-Oeste,2,104.87,0
SALE-000254,221,CUST-0038,PROD-0010,Nordeste,6,314.09,0
SALE-000255,64,CUST-0036,PROD-0006,Sudeste,1,46.72,0
SALE-000256,296,CUST-0034,PROD-0002,Centro-Oeste,1,35.92,0.05
SALE-000257,639,CUST-0017,PROD-0024,Sul,3,181.31,0.15
SALE-000258,367,CUST-0033,PROD-0004,Sudeste,6,245.76,0
SALE-000259,224,CUST-0037,PROD-0021,Sul,2,187.64,0.2
SALE-000260,367,CUST-0040,PROD-0015,Sul,1,349.45,0.05
SALE-000261,412,CUST-0013,PROD-0014,Sudeste,4,323.85,0
SALE-000262,224,CUST-0009,PROD-0002,Sul,4,35.92,0
SALE-000263,98,CUST-0009,PROD-0021,Sul,5,187.64,0
SALE-000264,497,CUST-0025,PROD-0008,Norte,2,44.45,0
SALE-000265,446,CUST-0035,PROD-0016,Centro-Oeste,6,293.37,0.05
SALE-000266,410,CUST-0048,PROD-0009,Norte,2,121.46,0.1
SALE-000267,299,CUST-0033,PROD-0024,Sul,5,181.31,0
SALE-000268,637,CUST-0050,PROD-0006,Centro-Oeste,6,46.72,0
SALE-000269,236,CUST-0050,PROD-0008,Sul,3,44.45,0.2
SALE-000270,615,CUST-0018,PROD-0006,Norte,5,46.72,0.15
SALE-000271,438,CUST-0003,PROD-0007,Nordeste,4,320.35,0
SALE-000272,610,CUST-0010,PROD-0017,Nordeste,5,123.57,0
SALE-000273,298,CUST-0038,PROD-0012,Sul,2,161.79,0
SALE-000274,655,CUST-0040,PROD-0006,Nordeste,5,46.72,0
SALE-000275,344,CUST-0050,PROD-0017,Norte,4,123.57,0.2
SALE-000276,668,CUST-0046,PROD-0019,Nordeste,5,104.87,0.2
SALE-000277,319,CUST-0046,PROD-0021,Sul,2,187.64,0
SALE-000278,203,CUST-0053,PROD-0026,Centro-Oeste,6,227.55,0
SALE-000279,363,CUST-0025,PROD-0009,Sudeste,2,121.46,0.05
SALE-000280,501,CUST-0003,PROD-0001,Centro-Oeste,2,265.1,0.2
SALE-000281,566,CUST-0057,PROD-0016,Nordeste,4,293.37,0.2
SALE-000282,178,CUST-0039,PROD-0021,Sudeste,6,187.64,0
SALE-000283,427,CUST-0049,PROD-0016,Centro-Oeste,6,293.37,0.15
SALE-000284,126,CUST-0038,PROD-0005,Nordeste,2,80.09,0.05
SALE-000285,165,CUST-0022,PROD-0007,Centro-Oeste,5,320.35,0
SALE-000286,614,CUST-0035,PROD-0010,Centro-Oeste,1,314.09,0
SALE-000287,103,CUST-0036,PROD-0003,Sul,3,347.07,0.15
SALE-000288,156,CUST-0019,PROD-0009,Nordeste,6,121.46,0
SALE-000289,670,CUST-0021,PROD-0003,Centro-Oeste,2,347.07,0
SALE-000290,395,CUST-0003,PROD-0012,Centro-Oeste,4,161.79,0.2
SALE-000291,521,CUST-0058,PROD-0024,Sudeste,3,181.31,0
SALE-000292,376,CUST-0044,PROD-0002,Sudeste,6,35.92,0.05
SALE-000293,210,CUST-0035,PROD-0008,Sudeste,3,44.45,0.15
SALE-000294,600,CUST-0026,PROD-0006,Centro-Oeste,3,46.72,0
SALE-000295,285,CUST-0006,PROD-0015,Sudeste,1,349.45,0
SALE-000296,523,CUST-0050,PROD-0020,Norte,6,251.52,0.05
SALE-000297,141,CUST-0058,PROD-0023,Norte,2,199.57,0.2
SALE-000298,63,CUST-0059,PROD-0021,Sudeste,6,187.64,0.2
SALE-000299,499,CUST-0060,PROD-0003,Sudeste,2,347.07,0.1
SALE-000300,602,CUST-0057,PROD-0021,Sudeste,3,187.64,0.15
