date_id,date,year,quarter,month,month_name,day,day_of_week,is_weekend
56,2024-02-25,2024,T1,2,Fevereiro,25,Domingo,1
57,2024-02-26,2024,T1,2,Fevereiro,26,Segunda-feira,0
58,2024-02-27,2024,T1,2,Fevereiro,27,Terça-feira,0
59,2024-02-28,2024,T1,2,Fevereiro,28,Quarta-feira,0
60,2024-02-29,2024,T1,2,Fevereiro,29,Quinta-feira,0
61,2024-03-01,2024,T1,3,Março,1,Sexta-feira,0
62,2024-03-02,2024,T1,3,Março,2,Sábado,1
63,2024-03-03,2024,T1,3,Março,3,Domingo,1
64,2024-03-04,2024,T1,3,Março,4,Segunda-feira,0
65,2024-03-05,2024,T1,3,Março,5,Terça-feira,0
66,2024-03-06,2024,T1,3,Março,6,Quarta-feira,0
67,2024-03-07,2024,T1,3,Março,7,Quinta-feira,0
68,2024-03-08,2024,T1,3,Março,8,Sexta-feira,0
69,2024-03-09,2024,T1,3,Março,9,Sábado,1
70,2024-03-10,2024,T1,3,Março,10,Domingo,1
71,2024-03-11,2024,T1,3,Março,11,Segunda-feira,0
72,2024-03-12,2024,T1,3,Março,12,Terça-feira,0
73,2024-03-13,2024,T1,3,Março,13,Quarta-feira,0
74,2024-03-14,2024,T1,3,Março,14,Quinta-feira,0
75,2024-03-15,2024,T1,3,Março,15,Sexta-feira,0
76,2024-03-16,2024,T1,3,Março,16,Sábado,1
77,2024-03-17,2024,T1,3,Março,17,Domingo,1
78,2024-03-18,2024,T1,3,Março,18,Segunda-feira,0
79,2024-03-19,2024,T1,3,Março,19,Terça-feira,0
80,2024-03-20,2024,T1,3,Março,20,Quarta-feira,0
81,2024-03-21,2024,T1,3,Março,21,Quinta-feira,0
82,2024-03-22,2024,T1,3,Março,22,Sexta-feira,0
83,2024-03-23,2024,T1,3,Março,23,Sábado,1
84,2024-03-24,2024,T1,3,Março,24,Domingo,1
85,2024-03-25,2024,T1,3,Março,25,Segunda-feira,0
86,2024-03-26,2024,T1,3,Março,26,Terça-feira,0
87,2024-03-27,2024,T1,3,Março,27,Quarta-feira,0
88,2024-03-28,2024,T1,3,Março,28,Quinta-feira,0
89,2024-03-29,2024,T1,3,Março,29,Sexta-feira,0
90,2024-03-30,2024,T1,3,Março,30,Sábado,1
91,2024-03-31,2024,T1,3,Março,31,Domingo,1
92,2024-04-01,2024,T2,4,Abril,1,Segunda-feira,0
93,2024-04-02,2024,T2,4,Abril,2,Terça-feira,0
94,2024-04-03,2024,T2,4,Abril,3,Quarta-feira,0
95,2024-04-04,2024,T2,4,Abril,4,Quinta-feira,0
96,2024-04-05,2024,T2,4,Abril,5,Sexta-feira,0
97,2024-04-06,2024,T2,4,Abril,6,Sábado,1
98,2024-04-07,2024,T2,4,Abril,7,Domingo,1
99,2024-04-08,2024,T2,4,Abril,8,Segunda-feira,0
100,2024-04-09,2024,T2,4,Abril,9,Terça-feira,0
101,2024-04-10,2024,T2,4,Abril,10,Quarta-feira,0
102,2024-04-11,2024,T2,4,Abril,11,Quinta-feira,0
103,2024-04-12,2024,T2,4,Abril,12,Sexta-feira,0
104,2024-04-13,2024,T2,4,Abril,13,Sábado,1
105,2024-04-14,2024,T2,4,Abril,14,Domingo,1
106,2024-04-15,2024,T2,4,Abril,15,Segunda-feira,0
107,2024-04-16,2024,T2,4,Abril,16,Terça-feira,0
108,2024-04-17,2024,T2,4,Abril,17,Quarta-feira,0
109,2024-04-18,2024,T2,4,Abril,18,Quinta-feira,0
110,2024-04-19,2024,T2,4,Abril,19,Sexta-feira,0
111,2024-04-20,2024,T2,4,Abril,20,Sábado,1
112,2024-04-21,2024,T2,4,Abril,21,Domingo,1
113,2024-04-22,2024,T2,4,Abril,22,Segunda-feira,0
114,2024-04-23,2024,T2,4,Abril,23,Terça-feira,0
115,2024-04-24,2024,T2,4,Abril,24,Quarta-feira,0
116,2024-04-25,2024,T2,4,Abril,25,Quinta-feira,0
117,2024-04-26,2024,T2,4,Abril,26,Sexta-feira,0
118,2024-04-27,2024,T2,4,Abril,27,Sábado,1
119,2024-04-28,2024,T2,4,Abril,28,Domingo,1
120,2024-04-29,2024,T2,4,Abril,29,Segunda-feira,0
121,2024-04-30,2024,T2,4,Abril,30,Terça-feira,0
122,2024-05-01,2024,T2,5,Maio,1,Quarta-feira,0
123,2024-05-02,2024,T2,5,Maio,2,Quinta-feira,0
124,2024-05-03,2024,T2,5,Maio,3,Sexta-feira,0
125,2024-05-04,2024,T2,5,Maio,4,Sábado,1
126,2024-05-05,2024,T2,5,Maio,5,Domingo,1
127,2024-05-06,2024,T2,5,Maio,6,Segunda-feira,0
128,2024-05-07,2024,T2,5,Maio,7,Terça-feira,0
129,2024-05-08,2024,T2,5,Maio,8,Quarta-feira,0
130,2024-05-09,2024,T2,5,Maio,9,Quinta-feira,0
131,2024-05-10,2024,T2,5,Maio,10,Sexta-feira,0
132,2024-05-11,2024,T2,5,Maio,11,Sábado,1
133,2024-05-12,2024,T2,5,Maio,12,Domingo,1
134,2024-05-13,2024,T2,5,Maio,13,Segunda-feira,0
135,2024-05-14,2024,T2,5,Maio,14,Terça-feira,0
136,2024-05-15,2024,T2,5,Maio,15,Quarta-feira,0
137,2024-05-16,2024,T2,5,Maio,16,Quinta-feira,0
138,2024-05-17,2024,T2,5,Maio,17,Sexta-feira,0
139,2024-05-18,2024,T2,5,Maio,18,Sábado,1
140,2024-05-19,2024,T2,5,Maio,19,Domingo,1
141,2024-05-20,2024,T2,5,Maio,20,Segunda-feira,0
142,2024-05-21,2024,T2,5,Maio,21,Terça-feira,0
143,2024-05-22,2024,T2,5,Maio,22,Quarta-feira,0
144,2024-05-23,2024,T2,5,Maio,23,Quinta-feira,0
145,2024-05-24,2024,T2,5,Maio,24,Sexta-feira,0
146,2024-05-25,2024,T2,5,Maio,25,Sábado,1
147,2024-05-26,2024,T2,5,Maio,26,Domingo,1
148,2024-05-27,2024,T2,5,Maio,27,Segunda-feira,0
149,2024-05-28,2024,T2,5,Maio,28,Terça-feira,0
150,2024-05-29,2024,T2,5,Maio,29,Quarta-feira,0
151,2024-05-30,2024,T2,5,Maio,30,Quinta-feira,0
152,2024-05-31,2024,T2,5,Maio,31,Sexta-feira,0
153,2024-06-01,2024,T2,6,Junho,1,Sábado,1
154,2024-06-02,2024,T2,6,Junho,2,Domingo,1
155,2024-06-03,2024,T2,6,Junho,3,Segunda-feira,0
156,2024-06-04,2024,T2,6,Junho,4,Terça-feira,0
157,2024-06-05,2024,T2,6,Junho,5,Quarta-feira,0
158,2024-06-06,2024,T2,6,Junho,6,Quinta-feira,0
159,2024-06-07,2024,T2,6,Junho,7,Sexta-feira,0
160,2024-06-08,2024,T2,6,Junho,8,Sábado,1
161,2024-06-09,2024,T2,6,Junho,9,Domingo,1
162,2024-06-10,2024,T2,6,Junho,10,Segunda-feira,0
163,2024-06-11,2024,T2,6,Junho,11,Terça-feira,0
164,2024-06-12,2024,T2,6,Junho,12,Quarta-feira,0
165,2024-06-13,2024,T2,6,Junho,13,Quinta-feira,0
166,2024-06-14,2024,T2,6,Junho,14,Sexta-feira,0
167,2024-06-15,2024,T2,6,Junho,15,Sábado,1
168,2024-06-16,2024,T2,6,Junho,16,Domingo,1
169,2024-06-17,2024,T2,6,Junho,17,Segunda-feira,0
170,2024-06-18,2024,T2,6,Junho,18,Terça-feira,0
171,2024-06-19,2024,T2,6,Junho,19,Quarta-feira,0
172,2024-06-20,2024,T2,6,Junho,20,Quinta-feira,0
173,2024-06-21,2024,T2,6,Junho,21,Sexta-feira,0
174,2024-06-22,2024,T2,6,Junho,22,Sábado,1
175,2024-06-23,2024,T2,6,Junho,23,Domingo,1
176,2024-06-24,2024,T2,6,Junho,24,Segunda-feira,0
177,2024-06-25,2024,T2,6,Junho,25,Terça-feira,0
178,2024-06-26,2024,T2,6,Junho,26,Quarta-feira,0
179,2024-06-27,2024,T2,6,Junho,27,Quinta-feira,0
180,2024-06-28,2024,T2,6,Junho,28,Sexta-feira,0
181,2024-06-29,2024,T2,6,Junho,29,Sábado,1
182,2024-06-30,2024,T2,6,Junho,30,Domingo,1
183,2024-07-01,2024,T3,7,Julho,1,Segunda-feira,0
184,2024-07-02,2024,T3,7,Julho,2,Terça-feira,0
185,2024-07-03,2024,T3,7,Julho,3,Quarta-feira,0
186,2024-07-04,2024,T3,7,Julho,4,Quinta-feira,0
187,2024-07-05,2024,T3,7,Julho,5,Sexta-feira,0
188,2024-07-06,2024,T3,7,Julho,6,Sábado,1
189,2024-07-07,2024,T3,7,Julho,7,Domingo,1
190,2024-07-08,2024,T3,7,Julho,8,Segunda-feira,0
191,2024-07-09,2024,T3,7,Julho,9,Terça-feira,0
192,2024-07-10,2024,T3,7,Julho,10,Quarta-feira,0
193,2024-07-11,2024,T3,7,Julho,11,Quinta-feira,0
194,2024-07-12,2024,T3,7,Julho,12,Sexta-feira,0
195,2024-07-13,2024,T3,7,Julho,13,Sábado,1
196,2024-07-14,2024,T3,7,Julho,14,Domingo,1
197,2024-07-15,2024,T3,7,Julho,15,Segunda-feira,0
198,2024-07-16,2024,T3,7,Julho,16,Terça-feira,0
199,2024-07-17,2024,T3,7,Julho,17,Quarta-feira,0
200,2024-07-18,2024,T3,7,Julho,18,Quinta-feira,0
201,2024-07-19,2024,T3,7,Julho,19,Sexta-feira,0
202,2024-07-20,2024,T3,7,Julho,20,Sábado,1
203,2024-07-21,2024,T3,7,Julho,21,Domingo,1
204,2024-07-22,2024,T3,7,Julho,22,Segunda-feira,0
205,2024-07-23,2024,T3,7,Julho,23,Terça-feira,0
206,2024-07-24,2024,T3,7,Julho,24,Quarta-feira,0
207,2024-07-25,2024,T3,7,Julho,25,Quinta-feira,0
208,2024-07-26,2024,T3,7,Julho,26,Sexta-feira,0
209,2024-07-27,2024,T3,7,Julho,27,Sábado,1
210,2024-07-28,2024,T3,7,Julho,28,Domingo,1
211,2024-07-29,2024,T3,7,Julho,29,Segunda-feira,0
212,2024-07-30,2024,T3,7,Julho,30,Terça-feira,0
213,2024-07-31,2024,T3,7,Julho,31,Quarta-feira,0
214,2024-08-01,2024,T3,8,Agosto,1,Quinta-feira,0
215,2024-08-02,2024,T3,8,Agosto,2,Sexta-feira,0
216,2024-08-03,2024,T3,8,Agosto,3,Sábado,1
217,2024-08-04,2024,T3,8,Agosto,4,Domingo,1
218,2024-08-05,2024,T3,8,Agosto,5,Segunda-feira,0
219,2024-08-06,2024,T3,8,Agosto,6,Terça-feira,0
220,2024-08-07,2024,T3,8,Agosto,7,Quarta-feira,0
221,2024-08-08,2024,T3,8,Agosto,8,Quinta-feira,0
222,2024-08-09,2024,T3,8,Agosto,9,Sexta-feira,0
223,2024-08-10,2024,T3,8,Agosto,10,Sábado,1
224,2024-08-11,2024,T3,8,Agosto,11,Domingo,1
225,2024-08-12,2024,T3,8,Agosto,12,Segunda-feira,0
226,2024-08-13,2024,T3,8,Agosto,13,Terça-feira,0
227,2024-08-14,2024,T3,8,Agosto,14,Quarta-feira,0
228,2024-08-15,2024,T3,8,Agosto,15,Quinta-feira,0
229,2024-08-16,2024,T3,8,Agosto,16,Sexta-feira,0
230,2024-08-17,2024,T3,8,Agosto,17,Sábado,1
231,2024-08-18,2024,T3,8,Agosto,18,Domingo,1
232,2024-08-19,2024,T3,8,Agosto,19,Segunda-feira,0
233,2024-08-20,2024,T3,8,Agosto,20,Terça-feira,0
234,2024-08-21,2024,T3,8,Agosto,21,Quarta-feira,0
235,2024-08-22,2024,T3,8,Agosto,22,Quinta-feira,0
236,2024-08-23,2024,T3,8,Agosto,23,Sexta-feira,0
237,2024-08-24,2024,T3,8,Agosto,24,Sábado,1
238,2024-08-25,2024,T3,8,Agosto,25,Domingo,1
239,2024-08-26,2024,T3,8,Agosto,26,Segunda-feira,0
240,2024-08-27,2024,T3,8,Agosto,27,Terça-feira,0
241,2024-08-28,2024,T3,8,Agosto,28,Quarta-feira,0
242,2024-08-29,2024,T3,8,Agosto,29,Quinta-feira,0
243,2024-08-30,2024,T3,8,Agosto,30,Sexta-feira,0
244,2024-08-31,2024,T3,8,Agosto,31,Sábado,1
245,2024-09-01,2024,T3,9,Setembro,1,Domingo,1
246,2024-09-02,2024,T3,9,Setembro,2,Segunda-feira,0
247,2024-09-03,2024,T3,9,Setembro,3,Terça-feira,0
248,2024-09-04,2024,T3,9,Setembro,4,Quarta-feira,0
249,2024-09-05,2024,T3,9,Setembro,5,Quinta-feira,0
250,2024-09-06,2024,T3,9,Setembro,6,Sexta-feira,0
251,2024-09-07,2024,T3,9,Setembro,7,Sábado,1
252,2024-09-08,2024,T3,9,Setembro,8,Domingo,1
253,2024-09-09,2024,T3,9,Setembro,9,Segunda-feira,0
254,2024-09-10,2024,T3,9,Setembro,10,Terça-feira,0
255,2024-09-11,2024,T3,9,Setembro,11,Quarta-feira,0
256,2024-09-12,2024,T3,9,Setembro,12,Quinta-feira,0
257,2024-09-13,2024,T3,9,Setembro,13,Sexta-feira,0
258,2024-09-14,2024,T3,9,Setembro,14,Sábado,1
259,2024-09-15,2024,T3,9,Setembro,15,Domingo,1
260,2024-09-16,2024,T3,9,Setembro,16,Segunda-feira,0
261,2024-09-17,2024,T3,9,Setembro,17,Terça-feira,0
262,2024-09-18,2024,T3,9,Setembro,18,Quarta-feira,0
263,2024-09-19,2024,T3,9,Setembro,19,Quinta-feira,0
264,2024-09-20,2024,T3,9,Setembro,20,Sexta-feira,0
265,2024-09-21,2024,T3,9,Setembro,21,Sábado,1
266,2024-09-22,2024,T3,9,Setembro,22,Domingo,1
267,2024-09-23,2024,T3,9,Setembro,23,Segunda-feira,0
268,2024-09-24,2024,T3,9,Setembro,24,Terça-feira,0
269,2024-09-25,2024,T3,9,Setembro,25,Quarta-feira,0
270,2024-09-26,2024,T3,9,Setembro,26,Quinta-feira,0
271,2024-09-27,2024,T3,9,Setembro,27,Sexta-feira,0
272,2024-09-28,2024,T3,9,Setembro,28,Sábado,1
273,2024-09-29,2024,T3,9,Setembro,29,Domingo,1
274,2024-09-30,2024,T3,9,Setembro,30,Segunda-feira,0
275,2024-10-01,2024,T4,10,Outubro,1,Terça-feira,0
276,2024-10-02,2024,T4,10,Outubro,2,Quarta-feira,0
277,2024-10-03,2024,T4,10,Outubro,3,Quinta-feira,0
278,2024-10-04,2024,T4,10,Outubro,4,Sexta-feira,0
279,2024-10-05,2024,T4,10,Outubro,5,Sábado,1
280,2024-10-06,2024,T4,10,Outubro,6,Domingo,1
281,2024-10-07,2024,T4,10,Outubro,7,Segunda-feira,0
282,2024-10-08,2024,T4,10,Outubro,8,Terça-feira,0
283,2024-10-09,2024,T4,10,Outubro,9,Quarta-feira,0
284,2024-10-10,2024,T4,10,Outubro,10,Quinta-feira,0
285,2024-10-11,2024,T4,10,Outubro,11,Sexta-feira,0
286,2024-10-12,2024,T4,10,Outubro,12,Sábado,1
287,2024-10-13,2024,T4,10,Outubro,13,Domingo,1
288,2024-10-14,2024,T4,10,Outubro,14,Segunda-feira,0
289,2024-10-15,2024,T4,10,Outubro,15,Terça-feira,0
290,2024-10-16,2024,T4,10,Outubro,16,Quarta-feira,0
291,2024-10-17,2024,T4,10,Outubro,17,Quinta-feira,0
292,2024-10-18,2024,T4,10,Outubro,18,Sexta-feira,0
293,2024-10-19,2024,T4,10,Outubro,19,Sábado,1
294,2024-10-20,2024,T4,10,Outubro,20,Domingo,1
295,2024-10-21,2024,T4,10,Outubro,21,Segunda-feira,0
296,2024-10-22,2024,T4,10,Outubro,22,Terça-feira,0
297,2024-10-23,2024,T4,10,Outubro,23,Quarta-feira,0
298,2024-10-24,2024,T4,10,Outubro,24,Quinta-feira,0
299,2024-10-25,2024,T4,10,Outubro,25,Sexta-feira,0
300,2024-10-26,2024,T4,10,Outubro,26,Sábado,1
301,2024-10-27,2024,T4,10,Outubro,27,Domingo,1
302,2024-10-28,2024,T4,10,Outubro,28,Segunda-feira,0
303,2024-10-29,2024,T4,10,Outubro,29,Terça-feira,0
304,2024-10-30,2024,T4,10,Outubro,30,Quarta-feira,0
305,2024-10-31,2024,T4,10,Outubro,31,Quinta-feira,0
306,2024-11-01,2024,T4,11,Novembro,1,Sexta-feira,0
307,2024-11-02,2024,T4,11,Novembro,2,Sábado,1
308,2024-11-03,2024,T4,11,Novembro,3,Domingo,1
309,2024-11-04,2024,T4,11,Novembro,4,Segunda-feira,0
310,2024-11-05,2024,T4,11,Novembro,5,Terça-feira,0
311,2024-11-06,2024,T4,11,Novembro,6,Quarta-feira,0
312,2024-11-07,2024,T4,11,Novembro,7,Quinta-feira,0
313,2024-11-08,2024,T4,11,Novembro,8,Sexta-feira,0
314,2024-11-09,2024,T4,11,Novembro,9,Sábado,1
315,2024-11-10,2024,T4,11,Novembro,10,Domingo,1
316,2024-11-11,2024,T4,11,Novembro,11,Segunda-feira,0
317,2024-11-12,2024,T4,11,Novembro,12,Terça-feira,0
318,2024-11-13,2024,T4,11,Novembro,13,Quarta-feira,0
319,2024-11-14,2024,T4,11,Novembro,14,Quinta-feira,0
320,2024-11-15,2024,T4,11,Novembro,15,Sexta-feira,0
321,2024-11-16,2024,T4,11,Novembro,16,Sábado,1
322,2024-11-17,2024,T4,11,Novembro,17,Domingo,1
323,2024-11-18,2024,T4,11,Novembro,18,Segunda-feira,0
324,2024-11-19,2024,T4,11,Novembro,19,Terça-feira,0
325,2024-11-20,2024,T4,11,Novembro,20,Quarta-feira,0
326,2024-11-21,2024,T4,11,Novembro,21,Quinta-feira,0
327,2024-11-22,2024,T4,11,Novembro,22,Sexta-feira,0
328,2024-11-23,2024,T4,11,Novembro,23,Sábado,1
329,2024-11-24,2024,T4,11,Novembro,24,Domingo,1
330,2024-11-25,2024,T4,11,Novembro,25,Segunda-feira,0
331,2024-11-26,2024,T4,11,Novembro,26,Terça-feira,0
332,2024-11-27,2024,T4,11,Novembro,27,Quarta-feira,0
333,2024-11-28,2024,T4,11,Novembro,28,Quinta-feira,0
334,2024-11-29,2024,T4,11,Novembro,29,Sexta-feira,0
335,2024-11-30,2024,T4,11,Novembro,30,Sábado,1
336,2024-12-01,2024,T4,12,Dezembro,1,Domingo,1
337,2024-12-02,2024,T4,12,Dezembro,2,Segunda-feira,0
338,2024-12-03,2024,T4,12,Dezembro,3,Terça-feira,0
339,2024-12-04,2024,T4,12,Dezembro,4,Quarta-feira,0
340,2024-12-05,2024,T4,12,Dezembro,5,Quinta-feira,0
341,2024-12-06,2024,T4,12,Dezembro,6,Sexta-feira,0
342,2024-12-07,2024,T4,12,Dezembro,7,Sábado,1
343,2024-12-08,2024,T4,12,Dezembro,8,Domingo,1
344,2024-12-09,2024,T4,12,Dezembro,9,Segunda-feira,0
345,2024-12-10,2024,T4,12,Dezembro,10,Terça-feira,0
346,2024-12-11,2024,T4,12,Dezembro,11,Quarta-feira,0
347,2024-12-12,2024,T4,12,Dezembro,12,Quinta-feira,0
348,2024-12-13,2024,T4,12,Dezembro,13,Sexta-feira,0
349,2024-12-14,2024,T4,12,Dezembro,14,Sábado,1
350,2024-12-15,2024,T4,12,Dezembro,15,Domingo,1
351,2024-12-16,2024,T4,12,Dezembro,16,Segunda-feira,0
352,2024-12-17,2024,T4,12,Dezembro,17,Terça-feira,0
353,2024-12-18,2024,T4,12,Dezembro,18,Quarta-feira,0
354,2024-12-19,2024,T4,12,Dezembro,19,Quinta-feira,0
355,2024-12-20,2024,T4,12,Dezembro,20,Sexta-feira,0
356,2024-12-21,2024,T4,12,Dezembro,21,Sábado,1
357,2024-12-22,2024,T4,12,Dezembro,22,Domingo,1
358,2024-12-23,2024,T4,12,Dezembro,23,Segunda-feira,0
359,2024-12-24,2024,T4,12,Dezembro,24,Terça-feira,0
360,2024-12-25,2024,T4,12,Dezembro,25,Quarta-feira,0
361,2024-12-26,2024,T4,12,Dezembro,26,Quinta-feira,0
362,2024-12-27,2024,T4,12,Dezembro,27,Sexta-feira,0
363,2024-12-28,2024,T4,12,Dezembro,28,Sábado,1
364,2024-12-29,2024,T4,12,Dezembro,29,Domingo,1
365,2024-12-30,2024,T4,12,Dezembro,30,Segunda-feira,0
366,2024-12-31,2024,T4,12,Dezembro,31,Terça-feira,0
367,2025-01-01,2025,T1,1,Janeiro,1,Quarta-feira,0
368,2025-01-02,2025,T1,1,Janeiro,2,Quinta-feira,0
369,2025-01-03,2025,T1,1,Janeiro,3,Sexta-feira,0
370,2025-01-04,2025,T1,1,Janeiro,4,Sábado,1
371,2025-01-05,2025,T1,1,Janeiro,5,Domingo,1
372,2025-01-06,2025,T1,1,Janeiro,6,Segunda-feira,0
373,2025-01-07,2025,T1,1,Janeiro,7,Terça-feira,0
374,2025-01-08,2025,T1,1,Janeiro,8,Quarta-feira,0
375,2025-01-09,2025,T1,1,Janeiro,9,Quinta-feira,0
376,2025-01-10,2025,T1,1,Janeiro,10,Sexta-feira,0
377,2025-01-11,2025,T1,1,Janeiro,11,Sábado,1
378,2025-01-12,2025,T1,1,Janeiro,12,Domingo,1
379,2025-01-13,2025,T1,1,Janeiro,13,Segunda-feira,0
380,2025-01-14,2025,T1,1,Janeiro,14,Terça-feira,0
381,2025-01-15,2025,T1,1,Janeiro,15,Quarta-feira,0
382,2025-01-16,2025,T1,1,Janeiro,16,Quinta-feira,0
383,2025-01-17,2025,T1,1,Janeiro,17,Sexta-feira,0
384,2025-01-18,2025,T1,1,Janeiro,18,Sábado,1
385,2025-01-19,2025,T1,1,Janeiro,19,Domingo,1
386,2025-01-20,2025,T1,1,Janeiro,20,Segunda-feira,0
387,2025-01-21,2025,T1,1,Janeiro,21,Terça-feira,0
388,2025-01-22,2025,T1,1,Janeiro,22,Quarta-feira,0
389,2025-01-23,2025,T1,1,Janeiro,23,Quinta-feira,0
390,2025-01-24,2025,T1,1,Janeiro,24,Sexta-feira,0
391,2025-01-25,2025,T1,1,Janeiro,25,Sábado,1
392,2025-01-26,2025,T1,1,Janeiro,26,Domingo,1
393,2025-01-27,2025,T1,1,Janeiro,27,Segunda-feira,0
394,2025-01-28,2025,T1,1,Janeiro,28,Terça-feira,0
395,2025-01-29,2025,T1,1,Janeiro,29,Quarta-feira,0
396,2025-01-30,2025,T1,1,Janeiro,30,Quinta-feira,0
397,2025-01-31,2025,T1,1,Janeiro,31,Sexta-feira,0
398,2025-02-01,2025,T1,2,Fevereiro,1,Sábado,1
399,2025-02-02,2025,T1,2,Fevereiro,2,Domingo,1
400,2025-02-03,2025,T1,2,Fevereiro,3,Segunda-feira,0
401,2025-02-04,2025,T1,2,Fevereiro,4,Terça-feira,0
402,2025-02-05,2025,T1,2,Fevereiro,5,Quarta-feira,0
403,2025-02-06,2025,T1,2,Fevereiro,6,Quinta-feira,0
404,2025-02-07,2025,T1,2,Fevereiro,7,Sexta-feira,0
405,2025-02-08,2025,T1,2,Fevereiro,8,Sábado,1
406,2025-02-09,2025,T1,2,Fevereiro,9,Domingo,1
407,2025-02-10,2025,T1,2,Fevereiro,10,Segunda-feira,0
408,2025-02-11,2025,T1,2,Fevereiro,11,Terça-feira,0
409,2025-02-12,2025,T1,2,Fevereiro,12,Quarta-feira,0
410,2025-02-13,2025,T1,2,Fevereiro,13,Quinta-feira,0
411,2025-02-14,2025,T1,2,Fevereiro,14,Sexta-feira,0
412,2025-02-15,2025,T1,2,Fevereiro,15,Sábado,1
413,2025-02-16,2025,T1,2,Fevereiro,16,Domingo,1
414,2025-02-17,2025,T1,2,Fevereiro,17,Segunda-feira,0
415,2025-02-18,2025,T1,2,Fevereiro,18,Terça-feira,0
416,2025-02-19,2025,T1,2,Fevereiro,19,Quarta-feira,0
417,2025-02-20,2025,T1,2,Fevereiro,20,Quinta-feira,0
418,2025-02-21,2025,T1,2,Fevereiro,21,Sexta-feira,0
419,2025-02-22,2025,T1,2,Fevereiro,22,Sábado,1
420,2025-02-23,2025,T1,2,Fevereiro,23,Domingo,1
421,2025-02-24,2025,T1,2,Fevereiro,24,Segunda-feira,0
